image,PSNR,SSIM
1_N1.5.JPG,24.311415501085442,0.8464735227825327
2_P1.5.JPG,15.663057746075044,0.8088435243949336
3_N1.5.JPG,19.15277823979762,0.8265532556277204
4_P1.5.JPG,17.212154886425324,0.7841757693018819
5_N1.5.JPG,19.487258570393898,0.7949514145773974
6_P1.5.JPG,16.36727601067615,0.7963339766464247
7_N1.5.JPG,23.537505045478927,0.8289576776601012
8_P1.5.JPG,23.62418734850886,0.8720344324732433
1_N1.5.JPG,23.962312642126626,0.8443199945867068
2_P1.5.JPG,15.478554195592988,0.8043872992647767
3_N1.5.JPG,18.441666721186333,0.8178793907017168
4_P1.5.JPG,17.119622508329936,0.7808376139110459
5_N1.5.JPG,19.088042732182117,0.7836224191045794
6_P1.5.JPG,16.455139884756438,0.7938273404846408
7_N1.5.JPG,23.283424165493123,0.8243727293293993
8_P1.5.JPG,23.277950540689037,0.868963299463336
1_N1.5.JPG,24.288690016226848,0.8443318931848344
2_P1.5.JPG,15.86152530449041,0.8122852677069948
3_N1.5.JPG,19.204932651293774,0.8265094795856817
4_P1.5.JPG,17.77340631355979,0.7849772029226415
5_N1.5.JPG,19.440198289394377,0.7947534891165491
6_P1.5.JPG,16.459492994631994,0.7976511208656377
7_N1.5.JPG,23.654220338448205,0.8306701832675767
8_P1.5.JPG,23.765387195646362,0.8736386390252048
1_N1.5.JPG,24.666574432806176,0.8502161539042774
2_P1.5.JPG,15.698126883507982,0.8099110400643957
3_N1.5.JPG,19.162568956915763,0.8254969875612973
4_P1.5.JPG,17.493241580787263,0.7815438705329877
5_N1.5.JPG,19.17113282190025,0.7844110857904997
6_P1.5.JPG,16.743501871221564,0.7980546383599619
7_N1.5.JPG,23.81985947784305,0.832158718399946
8_P1.5.JPG,23.35242146034142,0.8712703041939932
1_N1.5.JPG,24.44307457375048,0.8476109630940436
2_P1.5.JPG,15.758129854713431,0.8108432130791439
3_N1.5.JPG,19.051341159225455,0.8241576979153505
4_P1.5.JPG,17.41555056414167,0.7809483057627108
5_N1.5.JPG,19.07999040548639,0.7817548490015623
6_P1.5.JPG,16.65763594143044,0.7980104612682296
7_N1.5.JPG,23.780717845545574,0.8315847128845967
8_P1.5.JPG,23.344409527324274,0.8698001928740755
1_N1.5.JPG,24.490506259005066,0.8482501115566364
2_P1.5.JPG,15.79852707999963,0.8108805997295497
3_N1.5.JPG,19.09036354124816,0.8239605345639193
4_P1.5.JPG,17.419117923028097,0.779212093750985
5_N1.5.JPG,19.134507986974615,0.7822780176092378
6_P1.5.JPG,16.794678369173944,0.7973320395570619
7_N1.5.JPG,23.769119755907827,0.8318620340737071
8_P1.5.JPG,23.301566859728272,0.8697577221686051
1_N1.5.JPG,24.499120999480617,0.8503409459756576
2_P1.5.JPG,15.819909845009674,0.8114500105075543
3_N1.5.JPG,19.060863681472085,0.8241671252934358
4_P1.5.JPG,17.39615413310674,0.7799550833488619
5_N1.5.JPG,19.120617067087164,0.7832255293437993
6_P1.5.JPG,16.645418532925266,0.7974362488616977
7_N1.5.JPG,23.737673163234017,0.831656726523665
8_P1.5.JPG,23.34382721140254,0.8703891569740873
1_N1.5.JPG,24.544293444024884,0.8471320943418119
2_P1.5.JPG,15.718927975798024,0.810924006035555
3_N1.5.JPG,19.063156078460228,0.8242026053335878
4_P1.5.JPG,17.42110287891836,0.7797544486053596
5_N1.5.JPG,19.1710508274896,0.7835438456481351
6_P1.5.JPG,16.781885281570034,0.7978803632928256
7_N1.5.JPG,23.802501397596902,0.8321451020135632
8_P1.5.JPG,23.328384698574535,0.8700755187345606
1_N1.5.JPG,24.481115361476434,0.8468337444157009
2_P1.5.JPG,15.75343447168124,0.8104862495768687
3_N1.5.JPG,19.0990731362277,0.8245500284768377
4_P1.5.JPG,17.5252451604588,0.782013366972872
5_N1.5.JPG,19.119526832275113,0.781551226046343
6_P1.5.JPG,16.766820163828825,0.7983566001410384
7_N1.5.JPG,23.64941395508124,0.82922823308082
8_P1.5.JPG,23.41815136060514,0.8699437868986294
1_N1.5.JPG,24.632314905931718,0.8510725119657746
2_P1.5.JPG,15.673998154095479,0.8092800883309167
3_N1.5.JPG,19.23789397267622,0.8263673435859634
4_P1.5.JPG,17.489498570283683,0.7827582968673729
5_N1.5.JPG,19.198348834111442,0.7856610733654774
6_P1.5.JPG,16.616350376413674,0.7968982140616435
7_N1.5.JPG,23.851350266139963,0.8329132935842853
8_P1.5.JPG,23.30086451891134,0.8707033674672107
1_N1.5.JPG,24.555089148354288,0.8479329012263134
2_P1.5.JPG,15.897366080569439,0.8135099781235934
3_N1.5.JPG,19.067630153459703,0.8239056676286727
4_P1.5.JPG,17.594168299627093,0.7819109330819763
5_N1.5.JPG,19.242274637207448,0.78423563608359
6_P1.5.JPG,17.03608872513499,0.8003797896622564
7_N1.5.JPG,23.722925226470608,0.8322272621229634
8_P1.5.JPG,23.35910630360388,0.8691960778078
1_N1.5.JPG,24.449136858832368,0.8509029936484741
2_P1.5.JPG,15.574276733652555,0.8085498670566493
3_N1.5.JPG,19.063905827535194,0.8246188978049723
4_P1.5.JPG,17.577987380858573,0.7832960552260005
5_N1.5.JPG,19.33325787672669,0.7884034498208229
6_P1.5.JPG,16.68490239552,0.7983171171958557
7_N1.5.JPG,23.60664244245168,0.8290368343922392
8_P1.5.JPG,23.485344719573625,0.8721022791090122
1_N1.5.JPG,24.15035308407141,0.8472412286111511
2_P1.5.JPG,15.564745452671433,0.8077951137451912
3_N1.5.JPG,19.002381032255574,0.8212070934139711
4_P1.5.JPG,17.357751840658597,0.7784041074024796
5_N1.5.JPG,19.18914777797376,0.7851473091666165
6_P1.5.JPG,16.618755381026226,0.7946130345757915
7_N1.5.JPG,23.56576426053687,0.8280958605872902
8_P1.5.JPG,23.07436561253504,0.8684929278797154
1_N1.5.JPG,24.358156971376808,0.8460583370769803
2_P1.5.JPG,15.39083351007857,0.8069356049069544
3_N1.5.JPG,18.956414148465882,0.8225813904920671
4_P1.5.JPG,17.425120621921465,0.7816037194673306
5_N1.5.JPG,19.28130660245442,0.7855362622371462
6_P1.5.JPG,16.383023809164424,0.7958685542686545
7_N1.5.JPG,23.703192599264767,0.8308690128478413
8_P1.5.JPG,23.376601494097358,0.8710358948231569
1_N1.5.JPG,24.342084335752894,0.8511404352683143
2_P1.5.JPG,15.198317672082794,0.8029211815488021
3_N1.5.JPG,19.35685904682607,0.8255991205958823
4_P1.5.JPG,17.489741897639025,0.7860121578136717
5_N1.5.JPG,19.411505872085076,0.7910378964169958
6_P1.5.JPG,16.155787625413165,0.7949201526248948
7_N1.5.JPG,24.026265319679624,0.8349284678586231
8_P1.5.JPG,23.516803325099627,0.8717892882546225
1_N1.5.JPG,23.936176938262346,0.8436679301999869
2_P1.5.JPG,15.463946609140809,0.8041548303595422
3_N1.5.JPG,18.430268918094743,0.817459008626249
4_P1.5.JPG,17.126392626912327,0.7805932241429202
5_N1.5.JPG,19.099393378172415,0.7841123653191052
6_P1.5.JPG,16.47965782799095,0.7942390495162815
7_N1.5.JPG,23.26431432009778,0.8239069733780289
8_P1.5.JPG,23.303904431693525,0.8689843240134194
1_N1.5.JPG,24.274883167680066,0.8434320731158721
2_P1.5.JPG,15.860997417244015,0.8119021288721067
