image,PSNR,SSIM
1_N1.5.JPG,23.876016315143772,0.8597509025478165
2_P1.5.JPG,17.257693787810425,0.833294232195949
3_N1.5.JPG,18.558666694946236,0.8262813067891784
4_P1.5.JPG,18.65543006418209,0.8066043839403587
5_N1.5.JPG,18.214639293408723,0.768916737540546
6_P1.5.JPG,14.451116733598619,0.7819500939357104
7_N1.5.JPG,23.457753116298917,0.8242181119890964
8_P1.5.JPG,24.59201440310682,0.8755614421508668
1_N1.5.JPG,23.716627758259495,0.8590068648824946
2_P1.5.JPG,17.145077450870303,0.8324114151523144
3_N1.5.JPG,18.433752727597856,0.8240543493351833
4_P1.5.JPG,18.219820497430735,0.7998345445851774
5_N1.5.JPG,17.999796418805975,0.7645474580711794
6_P1.5.JPG,14.510783735917132,0.782919117466473
7_N1.5.JPG,23.365597253009085,0.8234855569092656
8_P1.5.JPG,24.49039375571764,0.8744358920397418
1_N1.5.JPG,23.30722474439353,0.8585942485511885
2_P1.5.JPG,18.139996120458804,0.843095076991622
3_N1.5.JPG,18.14852631252479,0.8237311858491988
4_P1.5.JPG,18.416447496337145,0.8003323875243601
5_N1.5.JPG,17.971347477907855,0.7659909583823153
6_P1.5.JPG,14.69194956514768,0.7842670849643545
7_N1.5.JPG,23.499394475309145,0.8270245912910353
8_P1.5.JPG,24.524965751868407,0.8741282358718935
1_N1.5.JPG,23.652842011860212,0.8606303262920599
2_P1.5.JPG,17.95228539412175,0.8408069009648305
3_N1.5.JPG,17.998542935003062,0.821042146962558
4_P1.5.JPG,18.374697108877825,0.8034866434781563
5_N1.5.JPG,18.038469710356292,0.7666899824188266
6_P1.5.JPG,14.5793875617409,0.7839429971875381
7_N1.5.JPG,23.531014386974505,0.8260057394217867
8_P1.5.JPG,24.571421869356115,0.8750666371497879
1_N1.5.JPG,23.321682051995943,0.857076049471014
2_P1.5.JPG,17.76398970771188,0.8372269161394552
3_N1.5.JPG,17.8765464424678,0.8190334934827254
4_P1.5.JPG,18.316806278143847,0.798819659442899
5_N1.5.JPG,17.9896965892085,0.7659098335132272
6_P1.5.JPG,14.572874553191147,0.7828102519066844
7_N1.5.JPG,23.597694928633924,0.8272128202033159
8_P1.5.JPG,24.647352267272108,0.8763751854561752
1_N1.5.JPG,23.621720656981783,0.8623594775289599
2_P1.5.JPG,18.051834612318036,0.8409129722964872
3_N1.5.JPG,17.852055510535262,0.8194401864722908
4_P1.5.JPG,18.384533799002103,0.8014496565008934
5_N1.5.JPG,18.05602129118547,0.769182464447488
6_P1.5.JPG,14.688670265972341,0.7856116312871494
7_N1.5.JPG,23.42764699165093,0.8263669804800742
8_P1.5.JPG,24.61020775770223,0.8758675996647458
1_N1.5.JPG,23.17410395166959,0.855181737038337
2_P1.5.JPG,18.585096718768447,0.848186372207017
3_N1.5.JPG,18.029328438932772,0.8207234956880463
4_P1.5.JPG,18.593334366449152,0.803534371110751
5_N1.5.JPG,17.936923383714753,0.7652964566161041
6_P1.5.JPG,15.162552566525244,0.7903477032009962
7_N1.5.JPG,23.481147742238292,0.8254481107808708
8_P1.5.JPG,24.642799925713348,0.8768649586470497
1_N1.5.JPG,23.421205383697306,0.8564851887349793
2_P1.5.JPG,18.29079923756716,0.8440935724500394
3_N1.5.JPG,17.923312245846358,0.8186903862927036
4_P1.5.JPG,18.583706605591978,0.7997311223139553
5_N1.5.JPG,17.887182340525957,0.7636325273352096
6_P1.5.JPG,15.254889559964662,0.7890677107383347
7_N1.5.JPG,23.41090979054372,0.8239961883872896
8_P1.5.JPG,24.524665740709615,0.8737729232653088
1_N1.5.JPG,23.26899328345702,0.8588204567652813
2_P1.5.JPG,18.5136738717471,0.8444469165690075
3_N1.5.JPG,17.836821319842922,0.8201516066468141
4_P1.5.JPG,18.6252099771727,0.8037965645725055
5_N1.5.JPG,17.938576128397244,0.7684665230896558
6_P1.5.JPG,15.222666157053165,0.7902165435795635
7_N1.5.JPG,23.546553048554927,0.8269043618873878
8_P1.5.JPG,24.682192846950475,0.8768184161498899
1_N1.5.JPG,23.6889079743596,0.860784279932726
2_P1.5.JPG,18.306094416479862,0.8425073040372721
3_N1.5.JPG,17.757405388312534,0.8181827725208243
4_P1.5.JPG,18.57696867763648,0.8021719555267919
5_N1.5.JPG,17.875981459109454,0.766900308309635
6_P1.5.JPG,15.222187915291396,0.7883926607308984
7_N1.5.JPG,23.619971990680707,0.8295487604269328
8_P1.5.JPG,24.594661244532592,0.8760459442043009
1_N1.5.JPG,23.691348302748757,0.8605055580421497
2_P1.5.JPG,18.223318927132,0.8424890858573196
3_N1.5.JPG,17.9162988158713,0.8189970972223691
4_P1.5.JPG,18.53713592737664,0.803937708603848
5_N1.5.JPG,17.96068906060222,0.7689864832180794
6_P1.5.JPG,15.163645859941894,0.7879122119340961
7_N1.5.JPG,23.57424292268896,0.827632878928077
8_P1.5.JPG,24.640210582615193,0.876716235234677
1_N1.5.JPG,23.56250682869142,0.8607154314271618
2_P1.5.JPG,18.29912562048707,0.8426898082515221
3_N1.5.JPG,17.848127114143498,0.8180045644528994
4_P1.5.JPG,18.52273525542242,0.8016854525632523
5_N1.5.JPG,17.93786573431389,0.768471998137979
6_P1.5.JPG,15.247873100464993,0.7887911823619099
7_N1.5.JPG,23.523252306046704,0.8265609780028916
8_P1.5.JPG,24.640434317473115,0.8762050956041856
1_N1.5.JPG,23.957505974770715,0.8643987889534829
2_P1.5.JPG,18.075202949370933,0.8401194158832324
3_N1.5.JPG,17.885750846346774,0.8192323361792909
